restaurant_title,restaurant_address,restaurant_page,restaurant_note
香川麵館,臺南市南區大同路二段158號,https://ifoodie.tw/restaurant/63611efd658aba304903c34c-%E9%A6%99%E5%B7%9D%E9%BA%B5%E9%A4%A8,https://ifoodie.tw/blog/63dd0b1e8317ca5d07a24424/link
咖啡酌客｜Koffie Zoeker (營業時間IG見.現場候位),臺南市南區西門路一段597巷10號,https://ifoodie.tw/restaurant/63de8b3233ebbf0e8d960f32-%E5%92%96%E5%95%A1%E9%85%8C%E5%AE%A2-Koffie-Zoeker-%E7%87%9F,https://ifoodie.tw/blog/63de8ad633ebbf0e8d960e84/link
觀光城雪乳冰,臺南市南區愛區67號,https://ifoodie.tw/restaurant/55982c4740b5e30894d71f9a-%E8%A7%80%E5%85%89%E5%9F%8E%E9%9B%AA%E4%B9%B3%E5%86%B0,https://ifoodie.tw/blog/63cf6b22e94eda5c8fe70de2/link
吳老師脆皮炸雞,臺南市南區灣裡路178號,https://ifoodie.tw/restaurant/63cd396e01ba3362a9e46f5a-%E5%90%B3%E8%80%81%E5%B8%AB%E8%84%86%E7%9A%AE%E7%82%B8%E9%9B%9E,https://ifoodie.tw/blog/63cd3893d3e5615c6d7aa4e0/link
好司GOOD THING 碳烤吐司,臺南市南區德興路2號,https://ifoodie.tw/restaurant/62766d0a7cc7fc08960ac405-%E5%A5%BD%E5%8F%B8GOOD-THING-%E7%A2%B3%E7%83%A4%E5%90%90%E5%8F%B8,
粗霸飯糰,臺南市南區五妃街352號,https://ifoodie.tw/restaurant/62a5fce7baf6d33380c641bd-%E7%B2%97%E9%9C%B8%E9%A3%AF%E7%B3%B0,https://ifoodie.tw/blog/63c92b57e94eda7f87a74999/link
美都涼麵,臺南市南區五妃街388號,https://ifoodie.tw/restaurant/559aa56740b5e30313b3ec6b-%E7%BE%8E%E9%83%BD%E6%B6%BC%E9%BA%B5,https://ifoodie.tw/blog/65fa6be9108af5efa42e0b3a/link
國王來了 皇家紅茶 新天地總部,臺南市南區西門路一段639號,https://ifoodie.tw/restaurant/60d039c7cd9957311db43640-%E5%9C%8B%E7%8E%8B%E4%BE%86%E4%BA%86-%E7%9A%87%E5%AE%B6%E7%B4%85%E8%8C%B6-%E6%96%B0%E5%A4%A9%E5%9C%B0%E7%B8%BD%E9%83%A8,https://ifoodie.tw/blog/63c0095f1edfaf54870b8eb4/link
KOS CAFE,臺南市南區健康路一段113巷6號,https://ifoodie.tw/restaurant/62ce62318282877e4df7e315-KOS-CAFE,https://ifoodie.tw/blog/65fa6be9108af5efa42e0b21/link
原眼鏡鱔魚意麵,臺南市南區新和東路8號,https://ifoodie.tw/restaurant/559837bc40b5e30894d72514-%E5%8E%9F%E7%9C%BC%E9%8F%A1%E9%B1%94%E9%AD%9A%E6%84%8F%E9%BA%B5,https://ifoodie.tw/blog/63beb84868c4e370a592038d/link
周家鹽埕豆花(原新建路26巷）,臺南市南區鹽埕路103巷38弄19號,https://ifoodie.tw/restaurant/621f71027cc7fc44c1cba724-%E5%91%A8%E5%AE%B6%E9%B9%BD%E5%9F%95%E8%B1%86%E8%8A%B1-%E5%8E%9F%E6%96%B0%E5%BB%BA%E8%B7%AF-%E5%B7%B7-,https://ifoodie.tw/blog/63a6fb95c47e4d3dafd46386/link
福蛋雞蛋糕,臺南市南區灣裡路140號,https://ifoodie.tw/restaurant/63b2dcd501ba3318587611b9-%E7%A6%8F%E8%9B%8B%E9%9B%9E%E8%9B%8B%E7%B3%95,https://ifoodie.tw/blog/63b2da7d78622170b26225d2/link
Bo Bar&鏢吧,臺南市南區健康路二段331號,https://ifoodie.tw/restaurant/634f7826658aba08b5ead821-Bo-Bar-%E9%8F%A2%E5%90%A7,https://ifoodie.tw/blog/63a45aa3d8dcb5468c9cd9c4/link
三原色海鮮蔬果麵疙瘩,臺南市南區金華路二段33巷38號,https://ifoodie.tw/restaurant/63a9342f77b9e955130e4617-%E4%B8%89%E5%8E%9F%E8%89%B2%E6%B5%B7%E9%AE%AE%E8%94%AC%E6%9E%9C%E9%BA%B5%E7%96%99%E7%98%A9,https://ifoodie.tw/blog/63a06532a1853a5f393b44d5/link
集雅朵法式餐廳,臺南市南區體育路21巷2號,https://ifoodie.tw/restaurant/639f1be6b4478b2758be84cd-%E9%9B%86%E9%9B%85%E6%9C%B5%E6%B3%95%E5%BC%8F%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/639f1bc5faabb45f8808cad8/link
優氧食光,臺南市南區興昌路9巷11號,https://ifoodie.tw/restaurant/639b216801ba336110acc814-%E5%84%AA%E6%B0%A7%E9%A3%9F%E5%85%89,https://ifoodie.tw/blog/639dc19e6e9b434e25b42e21/link
晒晒子咖啡 サイサイコ,臺南市南區國華街一段92號,https://ifoodie.tw/restaurant/651977710fe5a93d03377e4e-%E6%99%92%E6%99%92%E5%AD%90%E5%92%96%E5%95%A1-,https://ifoodie.tw/blog/639dc747faabb43899a043d1/link
老張串門 - 迷客夏文學沙龍館,臺南市南區興中街73號,https://ifoodie.tw/restaurant/614346437cc7fc5a44b8b75f-%E8%80%81%E5%BC%B5%E4%B8%B2%E9%96%80-%E8%BF%B7%E5%AE%A2%E5%A4%8F%E6%96%87%E5%AD%B8%E6%B2%99%E9%BE%8D%E9%A4%A8,https://ifoodie.tw/blog/639c6fa024b6611e244e2191/link
杜牛肉湯,臺南市南區新興路164號,https://ifoodie.tw/restaurant/6390959401ba334db37a8545-%E6%9D%9C%E7%89%9B%E8%82%89%E6%B9%AF,https://ifoodie.tw/blog/63909401ccf2c165e1dd6459/link
鹽埕北極殿臭豆腐,台南市南區鹽埕路159巷1號,https://ifoodie.tw/restaurant/595d2a622756dd27e0ff11dc-%E9%B9%BD%E5%9F%95%E5%8C%97%E6%A5%B5%E6%AE%BF%E8%87%AD%E8%B1%86%E8%85%90,https://ifoodie.tw/blog/638c7311a3662f093d0425d8/link
無名黑輪攤,臺南市南區新興路412號,https://ifoodie.tw/restaurant/62ebc9677cc7fc4c07107acc-%E7%84%A1%E5%90%8D%E9%BB%91%E8%BC%AA%E6%94%A4,https://ifoodie.tw/blog/635dddfc658aba49bd64b018/link
台南道地古味 水晶餃,臺南市南區府緯街122號,https://ifoodie.tw/restaurant/559a5273c03a1015ea6fb280-%E5%8F%B0%E5%8D%97%E9%81%93%E5%9C%B0%E5%8F%A4%E5%91%B3-%E6%B0%B4%E6%99%B6%E9%A4%83,https://ifoodie.tw/blog/637634c2acc5a507edcd03e2/link
The Sober Foodie 食上主義,臺南市南區體育路5巷1號21,https://ifoodie.tw/restaurant/59ef80f22756dd291ac6617b-The-Sober-Foodie-%E9%A3%9F%E4%B8%8A%E4%B8%BB,https://ifoodie.tw/blog/636e1734faabb42fd51f6e57/link
閒情鍋燒麵,臺南市南區金華路二段57巷97號,https://ifoodie.tw/restaurant/58bc548a2756dd6fc04f977b-%E9%96%92%E6%83%85%E9%8D%8B%E7%87%92%E9%BA%B5,https://ifoodie.tw/blog/636778c1658aba58fcaf73ca/link
模特兒陽春麵,臺南市南區鹽埕路233號,https://ifoodie.tw/restaurant/618d2097cd99570ec767caac-%E6%A8%A1%E7%89%B9%E5%85%92%E9%99%BD%E6%98%A5%E9%BA%B5,https://ifoodie.tw/blog/63517255cb88155bab5c4d67/link
一覺吐司 台南店,臺南市南區西門路一段605號,https://ifoodie.tw/restaurant/60a1dacba627284b5f83da47-%E4%B8%80%E8%A6%BA%E5%90%90%E5%8F%B8-%E5%8F%B0%E5%8D%97%E5%BA%97,https://ifoodie.tw/blog/634de7d9658aba7b3eb15fbc/link
厚奶的我們,臺南市南區西門路一段589號,https://ifoodie.tw/restaurant/6333c376658aba439ba81bdd-%E5%8E%9A%E5%A5%B6%E7%9A%84%E6%88%91%E5%80%91,https://ifoodie.tw/blog/634c07d8658aba3f31573d39/link
𩵚魠魚焿、虱目魚焿,臺南市南區灣裡路464號,https://ifoodie.tw/restaurant/5e71ff0bd6895d3199062a25--%E9%AD%A0%E9%AD%9A%E7%84%BF-%E8%99%B1%E7%9B%AE%E9%AD%9A%E7%84%BF,https://ifoodie.tw/blog/617a3e5d781cc02d3b35af8b/link
食光鍋客,臺南市南區建南路27號,https://ifoodie.tw/restaurant/5fca46052756dd7be60a4bb7-%E9%A3%9F%E5%85%89%E9%8D%8B%E5%AE%A2,https://ifoodie.tw/blog/633d7767cb88156d020af627/link
酌 二次會,台南市南區夏林路32號,https://ifoodie.tw/restaurant/645dcc7f01ba33785982a9b1-%E9%85%8C-%E4%BA%8C%E6%AC%A1%E6%9C%83,https://ifoodie.tw/blog/633ae0dfa8d04367c4219795/link
饅窩心上海脆皮烤饅頭-台南店,臺南市南區金華路二段132號,https://ifoodie.tw/restaurant/630cbee87cc7fc2b86011b6d-%E9%A5%85%E7%AA%A9%E5%BF%83%E4%B8%8A%E6%B5%B7%E8%84%86%E7%9A%AE%E7%83%A4%E9%A5%85%E9%A0%AD-%E5%8F%B0%E5%8D%97%E5%BA%97,https://ifoodie.tw/blog/6336ed1750e1821e99ba048b/link
阿嬤燥咖懷舊料理,臺南市南區新孝路21號,https://ifoodie.tw/restaurant/6037b721873d7913608996fc-%E9%98%BF%E5%AC%A4%E7%87%A5%E5%92%96%E6%87%B7%E8%88%8A%E6%96%99%E7%90%86,https://ifoodie.tw/blog/63306ff07cc7fc6615a05642/link
文慶炒飯/炒麵,臺南市南區金華路二段21巷28號,https://ifoodie.tw/restaurant/6061aadecd995707c9a4e5ff-%E6%96%87%E6%85%B6%E7%82%92%E9%A3%AF-%E7%82%92%E9%BA%B5,https://ifoodie.tw/blog/632f3dc682828748b6db0308/link
貳礫吐司工坊,臺南市南區新孝路132號,https://ifoodie.tw/restaurant/5efdf0078c906d1df9da8a8d-%E8%B2%B3%E7%A4%AB%E5%90%90%E5%8F%B8%E5%B7%A5%E5%9D%8A,https://ifoodie.tw/blog/632d73dba627285042d5d585/link
美寶堡早餐店,臺南市南區永成路三段222號,https://ifoodie.tw/restaurant/632982f3a627286a6dea340a-%E7%BE%8E%E5%AF%B6%E5%A0%A1%E6%97%A9%E9%A4%90%E5%BA%97,https://ifoodie.tw/blog/63298282828287018bc9c4eb/link
施家小卷米粉,臺南市南區中華西路一段2巷5號,https://ifoodie.tw/restaurant/559a574ec03a1015ea6fb465-%E6%96%BD%E5%AE%B6%E5%B0%8F%E5%8D%B7%E7%B1%B3%E7%B2%89,https://ifoodie.tw/blog/6329d743781cc056a81e4700/link
南寧果汁餐飲店,臺南市南區南寧街137號,https://ifoodie.tw/restaurant/5de69fbdd6895d475997c600-%E5%8D%97%E5%AF%A7%E6%9E%9C%E6%B1%81%E9%A4%90%E9%A3%B2%E5%BA%97,https://ifoodie.tw/blog/632326c7904fee17381bc568/link
灣裡 鱔魚/花枝意麵,台南市南區灣裡路180號,https://ifoodie.tw/restaurant/59aaf33f2756dd71227dbc36-%E7%81%A3%E8%A3%A1-%E9%B1%94%E9%AD%9A-%E8%8A%B1%E6%9E%9D%E6%84%8F%E9%BA%B5,https://ifoodie.tw/blog/6323258080a9251647ee82f5/link
萬事如意冰菓室（酒粕屋食二）吃燒吃冷好去處,臺南市南區金華路二段15巷58號,https://ifoodie.tw/restaurant/631fdf9a7cc7fc1df90fcadd-%E8%90%AC%E4%BA%8B%E5%A6%82%E6%84%8F%E5%86%B0%E8%8F%93%E5%AE%A4-%E9%85%92%E7%B2%95%E5%B1%8B%E9%A3%9F%E4%BA%8C-%E5%90%83%E7%87%92%E5%90%83%E5%86%B7%E5%A5%BD%E5%8E%BB,https://ifoodie.tw/blog/631fdf6b82828762037cb3a2/link
阿家牛肉湯,臺南市南區中華南路一段78號,https://ifoodie.tw/restaurant/5c1a20f7f52468223682acf9-%E9%98%BF%E5%AE%B6%E7%89%9B%E8%82%89%E6%B9%AF,https://ifoodie.tw/blog/6318b0dabaf6d363bc2bffb5/link
樂樂肉包（手工黑糖肉包）,臺南市南區中華南路二段106之5號,https://ifoodie.tw/restaurant/6314b67dcd9957147de5f505-%E6%A8%82%E6%A8%82%E8%82%89%E5%8C%85-%E6%89%8B%E5%B7%A5%E9%BB%91%E7%B3%96%E8%82%89%E5%8C%85-,
潮味決・湯滷專門店 台南金華分社,臺南市南區金華路二段143號,https://ifoodie.tw/restaurant/6315d372cd99575bb9404877-%E6%BD%AE%E5%91%B3%E6%B1%BA-%E6%B9%AF%E6%BB%B7%E5%B0%88%E9%96%80%E5%BA%97-%E5%8F%B0%E5%8D%97%E9%87%91%E8%8F%AF%E5%88%86%E7%A4%BE,https://ifoodie.tw/blog/6315d2d0828287054b40d562/link
小瓶子冷萃咖啡專賣店,臺南市南區國華街一段167號1樓,https://ifoodie.tw/restaurant/65bb3a737be9c3001c95584d-%E5%B0%8F%E7%93%B6%E5%AD%90%E5%86%B7%E8%90%83%E5%92%96%E5%95%A1%E5%B0%88%E8%B3%A3%E5%BA%97,https://ifoodie.tw/blog/630cbd2241d64b3679ab6ba5/link
植形力商行,臺南市南區三官路17號,https://ifoodie.tw/restaurant/630779d67cc7fc2c07d909ea-%E6%A4%8D%E5%BD%A2%E5%8A%9B%E5%95%86%E8%A1%8C,https://ifoodie.tw/blog/630774ba4c829b4504cee21e/link
彩虹早午餐,臺南市南區新興路486號,https://ifoodie.tw/restaurant/651a91150fe5a98f7479ec79-%E5%BD%A9%E8%99%B9%E6%97%A9%E5%8D%88%E9%A4%90,https://ifoodie.tw/blog/63077750f7914846d5823f77/link
無名土魠魚羹/蝦仁肉丸/肉燥飯,臺南市南區金華路二段15巷87號,https://ifoodie.tw/restaurant/62fe3e4f7cc7fc67f869575a-%E7%84%A1%E5%90%8D%E5%9C%9F%E9%AD%A0%E9%AD%9A%E7%BE%B9-%E8%9D%A6%E4%BB%81%E8%82%89%E4%B8%B8-%E8%82%89%E7%87%A5%E9%A3%AF,https://ifoodie.tw/blog/62fe3ad5de915d5b57fe644a/link
煎餅餜子 煎品,臺南市南區金華路二段15巷69號,https://ifoodie.tw/restaurant/623acf6abaf6d312837508e6-%E7%85%8E%E9%A4%85%E9%A4%9C%E5%AD%90-%E7%85%8E%E5%93%81,https://ifoodie.tw/blog/62fce9663ec9cd58ead2ddaf/link
林家廣東沙茶爐,臺南市南區金華路二段200號,https://ifoodie.tw/restaurant/5962708b2756dd123a5bef3b-%E6%9E%97%E5%AE%B6%E5%BB%A3%E6%9D%B1%E6%B2%99%E8%8C%B6%E7%88%90,https://ifoodie.tw/blog/62fa46fef3554d6091b221a0/link
名信木瓜牛奶-$35意麵,臺南市南區文南路267之2號,https://ifoodie.tw/restaurant/559a5a87c03a1015ea6fb57f-%E5%90%8D%E4%BF%A1%E6%9C%A8%E7%93%9C%E7%89%9B%E5%A5%B6-%E6%84%8F%E9%BA%B5,https://ifoodie.tw/blog/62f76ee37cc7fc7407f60708/link
建南串燒,臺南市南區建南路156之158號,https://ifoodie.tw/restaurant/5f85b98c02935e4866dc779d-%E5%BB%BA%E5%8D%97%E4%B8%B2%E7%87%92,https://ifoodie.tw/blog/62f30797873d7915f66efb43/link
Mr.P 爆米花,台南市南區萬年六街58號,https://ifoodie.tw/restaurant/64a56e5477b9e90e49c61ebc-Mr-P-%E7%88%86%E7%B1%B3%E8%8A%B1,https://ifoodie.tw/blog/62ed19d4daf84047dd12e0cb/link
一味香餅家,臺南市南區灣裡路338號,https://ifoodie.tw/restaurant/5dc610228c906d739983f101-%E4%B8%80%E5%91%B3%E9%A6%99%E9%A4%85%E5%AE%B6,https://ifoodie.tw/blog/62eba316cd995765188e0e92/link
阿鳳排骨飯,臺南市南區五妃街379號,https://ifoodie.tw/restaurant/5e947aaf2261396106d8015b-%E9%98%BF%E9%B3%B3%E6%8E%92%E9%AA%A8%E9%A3%AF,https://ifoodie.tw/blog/62e93731873d790b4d554632/link
阿門碗粿,臺南市南區興南街50號,https://ifoodie.tw/restaurant/5806505b2756dd749c0c3c36-%E9%98%BF%E9%96%80%E7%A2%97%E7%B2%BF,
我們家,臺南市南區金華路二段345巷26弄37號,https://ifoodie.tw/restaurant/5d29e8f22756dd3c7c6b2835-%E6%88%91%E5%80%91%E5%AE%B6,https://ifoodie.tw/blog/62dfe8e0b94592014ae2e471/link
根本臭豆腐,臺南市南區新和東路51號,https://ifoodie.tw/restaurant/5e50a9d58c906d1114c2f278-%E6%A0%B9%E6%9C%AC%E8%87%AD%E8%B1%86%E8%85%90,https://ifoodie.tw/blog/62d81814baf6d30e5b069f31/link
小丞事麵包烘焙坊,臺南市南區國華街一段106號,https://ifoodie.tw/restaurant/6061e3197cc7fc144960ab42-%E5%B0%8F%E4%B8%9E%E4%BA%8B%E9%BA%B5%E5%8C%85%E7%83%98%E7%84%99%E5%9D%8A,https://ifoodie.tw/blog/62d6ade0192ccc712648c58c/link
東門嘉義火雞肉飯,臺南市南區西門路一段201號,https://ifoodie.tw/restaurant/5d08f3912756dd2c77f1703b-%E6%9D%B1%E9%96%80%E5%98%89%E7%BE%A9%E7%81%AB%E9%9B%9E%E8%82%89%E9%A3%AF,https://ifoodie.tw/blog/62d6ad51f3807f70b86a847d/link
鴻牛溫體牛肉鍋,臺南市南區西門路一段593號,https://ifoodie.tw/restaurant/5af46bf122613963def34de8-%E9%B4%BB%E7%89%9B%E6%BA%AB%E9%AB%94%E7%89%9B%E8%82%89%E9%8D%8B,https://ifoodie.tw/blog/6331066a77b9e903481f839a/link
朝現宰羊肉,臺南市南區健康路二段245號,https://ifoodie.tw/restaurant/559aa4a840b5e30313b3ec3c-%E6%9C%9D%E7%8F%BE%E5%AE%B0%E7%BE%8A%E8%82%89,https://ifoodie.tw/blog/638c5478faabb409b5c714f3/link
中港鴨莊港式燒臘,臺南市南區中華南路二段426號,https://ifoodie.tw/restaurant/60580a14873d7941c0b0dbe5-%E4%B8%AD%E6%B8%AF%E9%B4%A8%E8%8E%8A%E6%B8%AF%E5%BC%8F%E7%87%92%E8%87%98,https://ifoodie.tw/blog/62acab4f873d7948793c69c6/link
佳品港式燒臘,臺南市南區新都路540號,https://ifoodie.tw/restaurant/62ab4852781cc067d9579bd9-%E4%BD%B3%E5%93%81%E6%B8%AF%E5%BC%8F%E7%87%92%E8%87%98,https://ifoodie.tw/blog/62ab47f17cc7fc4b9a3e3747/link
卯太郎蛋包飯,臺南市南區永成路三段330號,https://ifoodie.tw/restaurant/63a938ce01ba337c06542ca7-%E5%8D%AF%E5%A4%AA%E9%83%8E%E8%9B%8B%E5%8C%85%E9%A3%AF,https://ifoodie.tw/blog/629f509036aaac6e962c8994/link
佳味美食便當,臺南市南區金華路二段9巷26號,https://ifoodie.tw/restaurant/5993381c2756dd46995706ec-%E4%BD%B3%E5%91%B3%E7%BE%8E%E9%A3%9F%E4%BE%BF%E7%95%B6,https://ifoodie.tw/blog/628ce590baf6d320a9426dd6/link
脆皮臭豆腐.關東煮,臺南市南區灣裡路211巷1號,https://ifoodie.tw/restaurant/628e2c27873d795611b15f64-%E8%84%86%E7%9A%AE%E8%87%AD%E8%B1%86%E8%85%90-%E9%97%9C%E6%9D%B1%E7%85%AE,https://ifoodie.tw/blog/628e2bdc873d795611b15f2d/link
媽媽好忙健康餐盒,臺南市南區永華路一段7號,https://ifoodie.tw/restaurant/628d8e13cd9957437f73228f-%E5%AA%BD%E5%AA%BD%E5%A5%BD%E5%BF%99%E5%81%A5%E5%BA%B7%E9%A4%90%E7%9B%92,https://ifoodie.tw/blog/628c85c2873d796c03cbbffe/link
三兄弟13元串燒,臺南市南區文南路347號,https://ifoodie.tw/restaurant/577d493a2756dd522c57719b-%E4%B8%89%E5%85%84%E5%BC%9F-%E5%85%83%E4%B8%B2%E7%87%92,https://ifoodie.tw/blog/628cdc5ffa91737c0187b898/link
湘芝早午餐,台南市南區金華里新孝路96號,https://ifoodie.tw/restaurant/64ae2103e94eda0b82dadd47-%E6%B9%98%E8%8A%9D%E6%97%A9%E5%8D%88%E9%A4%90,https://ifoodie.tw/blog/62849899873d791f0c6384c6/link
ORO咖啡屋,臺南市南區竹溪街70號,https://ifoodie.tw/restaurant/5598336540b5e30894d722b2-ORO%E5%92%96%E5%95%A1%E5%B1%8B,https://ifoodie.tw/blog/627d07ea2b0eb3265e9bb52f/link
曰好 約好 _水果氣泡飲X甜點,臺南市南區文南路46號,https://ifoodie.tw/restaurant/6061a7aacd99570806115c9b-%E6%9B%B0%E5%A5%BD-%E7%B4%84%E5%A5%BD-%E6%B0%B4%E6%9E%9C%E6%B0%A3%E6%B3%A1%E9%A3%B2X%E7%94%9C%E9%BB%9E,https://ifoodie.tw/blog/627bb841964ca376bf2f7db1/link
粉圓•愛玉冰,台南市南區金華路二段9巷28號,https://ifoodie.tw/restaurant/651adf7a0fe5a9c870fc63ea-%E7%B2%89%E5%9C%93-%E6%84%9B%E7%8E%89%E5%86%B0,https://ifoodie.tw/blog/626e7fd27cc7fc5cd144e790/link
禾森古早包子饅頭,臺南市南區新孝路58號,https://ifoodie.tw/restaurant/5e117601d6895d35679e5386-%E7%A6%BE%E6%A3%AE%E5%8F%A4%E6%97%A9%E5%8C%85%E5%AD%90%E9%A5%85%E9%A0%AD,https://ifoodie.tw/blog/62689bbd873d792653e8eb7d/link
向陽大餅,臺南市南區新孝路84號,https://ifoodie.tw/restaurant/6258e856a62728201933e9e4-%E5%90%91%E9%99%BD%E5%A4%A7%E9%A4%85,https://ifoodie.tw/blog/6258e7f2a627281fdc157d5f/link
阿銘牛肉麵,臺南市南區健康路二段252巷17號,https://ifoodie.tw/restaurant/576199962756dd1d469e4a35-%E9%98%BF%E9%8A%98%E7%89%9B%E8%82%89%E9%BA%B5,
亞治麵店,臺南市南區鹽埕路128號,https://ifoodie.tw/restaurant/6255b466baf6d372b0520d9d-%E4%BA%9E%E6%B2%BB%E9%BA%B5%E5%BA%97,https://ifoodie.tw/blog/6255b40fcd995738f86cdc6b/link
涼咪咪,臺南市南區金華路二段21巷1號,https://ifoodie.tw/restaurant/6061a1697cc7fc2b1f1bc221-%E6%B6%BC%E5%92%AA%E5%92%AA,https://ifoodie.tw/blog/62563c0ea6272873ea2473de/link
第一品川菜小館,臺南市南區西門路一段199之1號,https://ifoodie.tw/restaurant/5b6f26592756dd51613cf3dc-%E7%AC%AC%E4%B8%80%E5%93%81%E5%B7%9D%E8%8F%9C%E5%B0%8F%E9%A4%A8,https://ifoodie.tw/blog/6252d84808141d7f4a2439c3/link
The Han-Jia Pairing Dinner 酣呷餐酒,臺南市南區西門路一段669號,https://ifoodie.tw/restaurant/624ee6987cc7fc5609230d37-The-Han-Jia-Pairing-,https://ifoodie.tw/blog/624ee3406a4e3466febc55d5/link
伍元早餐店,臺南市南區文南路260號,https://ifoodie.tw/restaurant/62506928a6272870db5810f5-%E4%BC%8D%E5%85%83%E6%97%A9%E9%A4%90%E5%BA%97,https://ifoodie.tw/blog/625068e2873d7959db957d97/link
美琴虱目魚粥,臺南市南區明興路631之5號,https://ifoodie.tw/restaurant/624ed37e781cc03c79668391-%E7%BE%8E%E7%90%B4%E8%99%B1%E7%9B%AE%E9%AD%9A%E7%B2%A5,https://ifoodie.tw/blog/624ed338a6272842973aecf0/link
好家飯糰,臺南市南區金華路一段488號,https://ifoodie.tw/restaurant/65baf5e77be9c3f32f68104d-%E5%A5%BD%E5%AE%B6%E9%A3%AF%E7%B3%B0,https://ifoodie.tw/blog/624ed282a62728425966d995/link
圓圓九 台式飯糰專賣店,臺南市南區金華路二段15巷27號,https://ifoodie.tw/restaurant/6193bc4c8282870dd941573f-%E5%9C%93%E5%9C%93%E4%B9%9D-%E5%8F%B0%E5%BC%8F%E9%A3%AF%E7%B3%B0%E5%B0%88%E8%B3%A3%E5%BA%97,https://ifoodie.tw/blog/6249cd09a627286acd592066/link
大胖豬心,臺南市南區文南路339之1號,https://ifoodie.tw/restaurant/5598e1de40b5e30f5545ef71-%E5%A4%A7%E8%83%96%E8%B1%AC%E5%BF%83,https://ifoodie.tw/blog/6244573db169f5541c87ede1/link
雙好牌,臺南市南區竹溪街28號,https://ifoodie.tw/restaurant/62445a847cc7fc3abdfa642b-%E9%9B%99%E5%A5%BD%E7%89%8C,https://ifoodie.tw/blog/624458835800ae54fe3238cf/link
南記涼皮肉夾饃,臺南市南區金華路二段9巷77號,https://ifoodie.tw/restaurant/6243309f82828756c5cf6bfe-%E5%8D%97%E8%A8%98%E6%B6%BC%E7%9A%AE%E8%82%89%E5%A4%BE%E9%A5%83,https://ifoodie.tw/blog/62433040cd9957079b4d3360/link
旺興養生豆漿早餐店,臺南市南區新建路19巷1號,https://ifoodie.tw/restaurant/6241da95781cc07ef642e26e-%E6%97%BA%E8%88%88%E9%A4%8A%E7%94%9F%E8%B1%86%E6%BC%BF%E6%97%A9%E9%A4%90%E5%BA%97,https://ifoodie.tw/blog/6241da48781cc07ef642e248/link
龍涎居好湯金華店,臺南市南區金華路二段26號,https://ifoodie.tw/restaurant/60893baa873d790602a5e1fc-%E9%BE%8D%E6%B6%8E%E5%B1%85%E5%A5%BD%E6%B9%AF%E9%87%91%E8%8F%AF%E5%BA%97,https://ifoodie.tw/blog/6241b4daf6bf6f776e338c38/link
陳媽香辣棧,臺南市南區健康路一段441號,https://ifoodie.tw/restaurant/6086cee27cc7fc7d2319f2d0-%E9%99%B3%E5%AA%BD%E9%A6%99%E8%BE%A3%E6%A3%A7,https://ifoodie.tw/blog/6259a03a8282876fc2c6fb42/link
綺綺鍋燒專賣,臺南市南區大同路二段136巷6號D室,https://ifoodie.tw/restaurant/623d232f7cc7fc014c2fb9eb-%E7%B6%BA%E7%B6%BA%E9%8D%8B%E7%87%92%E5%B0%88%E8%B3%A3,https://ifoodie.tw/blog/623c75167cc7fc62d34ee6e2/link
新孝路 甘味手作嫩仙草,臺南市南區新孝路36號,https://ifoodie.tw/restaurant/5e5e68182756dd3ccb349ddb-%E6%96%B0%E5%AD%9D%E8%B7%AF-%E7%94%98%E5%91%B3%E6%89%8B%E4%BD%9C%E5%AB%A9%E4%BB%99%E8%8D%89,https://ifoodie.tw/blog/6239ee57baf6d36606b4abc5/link
經濟早點,臺南市南區新孝路48號,https://ifoodie.tw/restaurant/62383d477cc7fc1c0abcf947-%E7%B6%93%E6%BF%9F%E6%97%A9%E9%BB%9E,https://ifoodie.tw/blog/62383d057cc7fc1c48174ca7/link
行慈素食,臺南市南區三官路230號,https://ifoodie.tw/restaurant/60388a61cd995703e82641a3-%E8%A1%8C%E6%85%88%E7%B4%A0%E9%A3%9F,
花好月圓 茶飲專賣 台南金華店,臺南市南區金華路二段246號,https://ifoodie.tw/restaurant/5d06f6cbd6895d4902d5f5a0-%E8%8A%B1%E5%A5%BD%E6%9C%88%E5%9C%93-%E8%8C%B6%E9%A3%B2%E5%B0%88%E8%B3%A3-%E5%8F%B0%E5%8D%97%E9%87%91%E8%8F%AF%E5%BA%97,https://ifoodie.tw/blog/621cc682baf6d3783ec1668a/link
下林米糕,臺南市南區夏林路74號,https://ifoodie.tw/restaurant/5a8c63cc2756dd4387a1f465-%E4%B8%8B%E6%9E%97%E7%B1%B3%E7%B3%95,https://ifoodie.tw/blog/620cfc2e82828754b634f083/link
李家私廚,台南市南區大同路二段136巷3號1樓,https://ifoodie.tw/restaurant/6209c65fbaf6d31fa214e8ae-%E6%9D%8E%E5%AE%B6%E7%A7%81%E5%BB%9A,https://ifoodie.tw/blog/620662ce6fb9bc21b6e126e6/link
英倫港式餐廳,臺南市南區健康路一段375號,https://ifoodie.tw/restaurant/5f0dbf8c2756dd30b33733a1-%E8%8B%B1%E5%80%AB%E6%B8%AF%E5%BC%8F%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/6205bb13c94b6073e476a255/link
